species,genus,subfamily,family,suborder,order
Alsophila_ferdinandii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_stelligera,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Cyathea_alata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_epaleata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_cicatricosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_decurrens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_croftii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_myosuroides,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_howeana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_robertsiana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_arborea,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_conjugata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_armata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_estelae,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_bicrenata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_nesiotica,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_tryonorum,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_rufa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_costaricensis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_godmanii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_parvula,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_corcovadensis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_phalerata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_bradei,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_surinamensis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_hymenophylloides,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_platylepis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_poeppigii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_dejecta,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_divergens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_caracasana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_pauciflora,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_fulva,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_lindeniana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_squamipes,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_alfonsiana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_cystolepis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_hemiepiphytica,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_frondosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_austropallescens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_schiedeana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_bipinnatifida,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_lechleri,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_thelypteroides,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_oreopteroides,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_peladensis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_straminea,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_delgadii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_pallescens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_obnoxia,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_gracilis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_dudleyi,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_ebenina,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_crenata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_assurgens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_palaciosii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_catacampta,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_meridensis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_plicata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_suprastrigosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_vilhelmii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_moranii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_atahuallpa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_patens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_praetermissa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_parvifolia,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_arnecornelii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_abrapatriciana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_weatherbyana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_ars,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_holdridgeana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_guentheriana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_marginalis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_rufescens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_traillii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_mucilagina,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_planadae,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_aterrima,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_tenera,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_chimaera,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_povedae,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_frigida,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_myriotricha,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_latevagans,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_gibbosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_macrosora,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_andina,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_pungens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_senilis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_aspera,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_cocleana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_uleana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_borinquena,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_lasiosora,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_microdonta,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_atrovirens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_dombeyi,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_werffii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_villosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_mexiae,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_cyatheoides,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_dichromatolepis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_feeana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_glaziovii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_multiflora,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_pinnula,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_notabilis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_impar,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_acutidens,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_diabolica,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_lindigii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_rojasiana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_phalaenolepis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_aemula,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_calamitatis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_tejedoris,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_catenata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_punctata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_leucolepismata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_margarita,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_minuta,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_decorata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_williamsii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_ulei,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_tortuosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_petiolata,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_stolzei,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_ursina,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_squamulosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_leucofolis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_praecincta,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_nigripes,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_wendlandii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_pilosissima,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_grandifolia,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_karsteniana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_horrida,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_speciosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_ewanii,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_mutica,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_chiricana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_varians,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_decurrentiloba,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_stolzeana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_chocoensis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_choricarpa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_andicola,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_singularis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_cnemidaria,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_nervosa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_spectabilis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_amabilis,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_ruiziana,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_macrocarpa,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Cyathea_brucei,Cyathea,NA,Cyatheaceae,NA,Cyatheales
Alsophila_capensis,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_ramispina,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_podophylla,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Gymnosphaera_bachmaensis,Gymnosphaera,NA,Cyatheaceae,NA,Cyatheales
Alsophila_acaulis,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_gigantea,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_metteniana,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_andersonii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_glabra,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_austroyunnanensis,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Gymnosphaera_saxicola,Gymnosphaera,NA,Cyatheaceae,NA,Cyatheales
Alsophila_salletii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_khasyana,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_lurida,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_ogurae,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_subdubia,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_klossii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_hornei,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_baileyana,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_rebeccae,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_annae,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_dimorpha,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_biformis,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_scandens,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_acrostichoides,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_schlechteri,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_olivacea,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_phlebodes,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_salvinii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_andohahelensis,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_impolita,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_rouhaniana,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_poolii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_boiviniiformis,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Alsophila_schliebenii,Alsophila,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_auriculifera,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_tripinnata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_celebica,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_australis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_aciculosa,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_truncata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_novae-caledoniae,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_brunei,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_cuatrecasasii,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_gardneri,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_quindiuensis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_horrida,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_insignis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_cooperi,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_excelsa,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_robusta,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_tomentosissima,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_atrox,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_aeneifolia,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_persquamulifera,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_angiensis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_felina,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_vittata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_pilulifera,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_mertensiana,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_glauca,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_atrospinosa,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_tenggerensis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_lunulata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_brunoniana,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_lepifera,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_medullaris,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_feani,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_intermedia,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_elmeri,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_capitata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_moluccana,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_trichodesma,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_polypoda,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_squamulata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_megalosora,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_philippinensis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_brackenridgei,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_propinqua,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_tripinnatifida,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_werneri,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_procera,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_setifera,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_marginata,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_runensis,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_microlepidota,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_rosenstockii,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_pulcherrima,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_nigricans,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Sphaeropteris_albifrons,Sphaeropteris,NA,Cyatheaceae,NA,Cyatheales
Calochlaena_villosa,Calochlaena,NA,Dicksoniaceae,NA,Cyatheales
Calochlaena_dubia,Calochlaena,NA,Dicksoniaceae,NA,Cyatheales
Calochlaena_javanica,Calochlaena,NA,Dicksoniaceae,NA,Cyatheales
Calochlaena_novae-guineae,Calochlaena,NA,Dicksoniaceae,NA,Cyatheales
Calochlaena_straminea,Calochlaena,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_arborescens,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_berteroana,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_archboldii,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_sciurus,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_lanigera,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_grandis,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_hieronymi,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_mollis,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_herbertii,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_youngiae,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_fibrosa,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_antarctica,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_timorensis,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_karsteniana,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_blumei,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_sellowiana,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_navarrensis,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_stuebelii,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_lanata,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_baudouinii,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_squarrosa,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_thyrsopteroides,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_munzingeri,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_perriei,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Dicksonia_brackenridgei,Dicksonia,NA,Dicksoniaceae,NA,Cyatheales
Lophosoria_quadripinnata,Lophosoria,NA,Dicksoniaceae,NA,Cyatheales
Lophosoria_quesadae,Lophosoria,NA,Dicksoniaceae,NA,Cyatheales
Cibotium_arachnoideum,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_sinoburmaense,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_barometz,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_cumingii,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_chamissoi,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_menziesii,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_glaucum,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_nealiae,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_schiedei,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Cibotium_regale,Cibotium,NA,Cibotiaceae,NA,Cyatheales
Metaxya_rostrata,Metaxya,NA,Metaxyaceae,NA,Cyatheales
Metaxya_scalaris,Metaxya,NA,Metaxyaceae,NA,Cyatheales
Metaxya_contamanensis,Metaxya,NA,Metaxyaceae,NA,Cyatheales
Metaxya_elongata,Metaxya,NA,Metaxyaceae,NA,Cyatheales
Metaxya_parkeri,Metaxya,NA,Metaxyaceae,NA,Cyatheales
Metaxya_lanosa,Metaxya,NA,Metaxyaceae,NA,Cyatheales
Culcita_macrocarpa,Culcita,NA,Culcitaceae,NA,Cyatheales
Culcita_coniifolia,Culcita,NA,Culcitaceae,NA,Cyatheales
Plagiogyria_pectinata,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_matsumureana,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_stenoptera,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_glauca,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_euphlebia,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_japonica,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_wakabae,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_koidzumii,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_adnata,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Plagiogyria_egenolfioides,Plagiogyria,NA,Plagiogyriaceae,NA,Cyatheales
Loxsoma_cunninghamii,Loxsoma,NA,Loxsomataceae,NA,Cyatheales
Loxsomopsis_pearcei,Loxsomopsis,NA,Loxsomataceae,NA,Cyatheales
Thyrsopteris_elegans,Thyrsopteris,NA,Thyrsopteridaceae,NA,Cyatheales
Pilularia_globulifera,Pilularia,NA,Marsileaceae,NA,Salviniales
Pilularia_americana,Pilularia,NA,Marsileaceae,NA,Salviniales
Pilularia_novae-hollandiae,Pilularia,NA,Marsileaceae,NA,Salviniales
Pilularia_minuta,Pilularia,NA,Marsileaceae,NA,Salviniales
Regnellidium_diphyllum,Regnellidium,NA,Marsileaceae,NA,Salviniales
Marsilea_crenata,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_minuta,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_fadeniana,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_angustifolia,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_azorica,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_costulifera,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_exarata,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_hirsuta,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_drummondii,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_quadrifolia,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_capensis,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_gibba,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_distorta,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_coromandelina,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_macropoda,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_nashii,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_oligospora,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_vestita,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_villosa,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_ancylopoda,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_mollis,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_strigosa,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_aegyptiaca,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_ephippiocarpa,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_botryocarpa,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_farinosa,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_macrocarpa,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_owambo,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_villifolia,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_schelpeana,Marsilea,NA,Marsileaceae,NA,Salviniales
Marsilea_nubica,Marsilea,NA,Marsileaceae,NA,Salviniales
